KOREAN,120b,Intermediate Korean,
ENGLISH,168d,Postwar American and British Fiction,
HIST,1450,"The United States Metropolis, 1945-2000",
OEB,53,Evolutionary Biology,
COMPSCI,124,Data Structures and Algorithms,
PSY,2530r,Mental Control: Research Seminar,
ECON,1745,Corporate Finance,
ITAL,40,"Advanced Oral Expression. Ciak, si parla!",
SOCIOL,24,Introduction to Social Inequality,
BIOPHYS,101,Computational Biology,
COMPSCI,161,Operating Systems,
PSY,985,Junior Tutorial: Honors Thesis Preparation,
PSY,2580r,Affective Forecasting: Research Seminar,
ANTHRO,1165,Digging the Glyphs: Adventures in Decipherment,
GOV,2218,Topics in Russian Politics,
LATIN,Bbm,Introduction to Latin Poetry (Late Antique and Medieval),
CHEM,240,Statistical Thermodynamics,
ECON,2725,Corporate Finance,
APPHY,298r,"Interdisciplinary Chemistry, Engineering and Physics: Seminar",
ECON,2450b,Public Economics and Fiscal Policy II,
MUSIC,207rs,Ethnomusicology: Seminar,
MUSIC,264r,Electronic Music Composition: Seminar,
SOCIOL,208,Contemporary Theory and Research: Seminar,
PHIL,129,Kant's Critique of Pure Reason,
RELIGION,1802,Introduction to Islamic Mysticism: The Sufi Tradition,
VES,160,"Modernization in the Visual United States Environment, 1890-2035",
SOC-STD,98cl,Law and American Society,
PSY,1551,Mind Perception,
STAT,149,Statistical Sleuthing through Generalized Linear Models,
GERMAN,123,Fear and Pity: German Tragedies from the 18th to the 20th Century,
ENG-SCI,150,Introduction to Probability with Engineering Applications,
MOD-HEB,120b,Intermediate Modern Hebrew II,
ANTHRO,2650b,History and Theory of Social Anthropology: Proseminar,
CHNSLIT,247,Chinese Lyricism and Modernity: Seminar,
PSY,2445,Psychological Treatment Research,
CHNSE,150b,Formal Chinese Writing and Speaking,
ANTHRO,1045,Ancient Settlement Systems: Seminar,
JAPAN,106c,Later Classical Japanese,
ANTHRO,1655,Politics of Nature,
WOMGEN,97,Tutorial-Sophomore Year,
ENGLISH,Cpwr,Poetry: Workshop,
PHIL,159,Epistemology,
APPHY,217,Applications of Modern Optics,
VES,150br,Video Production: Writing/Filming,
SLAVIC,Bab,Intermediate Russian (Intensive),
ANTHRO,97x,Sophomore Tutorial in Archaeology,
ENG-SCI,241,Advanced Elasticity,
ARABIC,A,Elementary Arabic,
MUSIC,Bhf,Exercises in Tonal Writing and Analysis,
GOV,2001,Advanced Quantitative Research Methodology,
VES,51a,Introduction to Video: Studio Course,
COMPSCI,51,Introduction to Computer Science II,
MCB,54,Cell Biology,
MUSIC,3,Foundations of Tonal Music II,
MATH,25b,Honors Linear Algebra and Real Analysis II,
GOV,30,American Government: A New Perspective,
FRSEMR,41u,Museums,
MATH,55b,Honors Real and Complex Analysis,
VES,40a,Introduction to Still Photography: Studio Course,
FRSEMR,44j,The Aztecs and Maya: 2012 and Beyond,
HAA,172w,"American Art and Modernity, 1865-1965",
ECON,1126,Quantitative Methods in Economics,
VES,41a,Introduction to Still Photography: Studio Course,
PSY,2570r,Intergroup Relations: Research Seminar,
ECON,1030,Psychology and Economics,
ECON,1545,International Financial and Macroeconomic Policy,
PHYSCI,3,"Electromagnetism, Circuits, Waves, Optics, and Imaging",
ECON,1123,Introduction to Econometrics,
HEB,1312,Human Sexuality: Research and Presentation Seminar,
ANTHRO,1795,The Politics of Language and Identity in Latin America,
COMPSCI,181,"Intelligent Machines: Perception, Learning, and Uncertainty",
PHYSICS,123,Laboratory Electronics,
SOCIOL,156,Quantitative Methods in Sociology,
ENG-SCI,159,Introduction to Robotics,
ENG-SCI,53,Quantitative Physiology as a Basis for Bioengineering,
MUSIC,201b,Current Methods in Ethnomusicology,
ASTRON,201b,Interstellar Medium and Star Formation,
ECON,2611,Industrial Organization II,
SOCIOL,202,Intermediate Quantitative Research Methods,
ECON,2333,Historical Perspectives on Current Economic Issues,
ANTHRO,1175,The Archaeology of Ethnicity,
VES,123r,Post Brush: Studio Course,
PSY,1430,Human Memory and Amnesia,
PSY,971,Contemporary Issues in Psychology: Intensive Cross-level Analyses,
OEB,190,Biology and Diversity of Birds,
PHYSICS,143a,Quantum Mechanics I,
ENG-SCI,156,Signals and Systems,
ECON,2010d,Economic Theory,
ENGLISH,Ckr,Introduction to Playwriting: Workshop,
VES,271,Proseminar in Film and Visual Studies: Theory,
APPHY,218,"Electrical, Optical, and Magnetic Properties of Materials",
ASTRON,219,High Energy Astrophysics,
PSY,2020ab,"Cognition, Brain, and Behavior: Proseminar",
ECON,2670,Organizational Economics,
GOV,2710,International Relations: Field Seminar,
ANTHRO,2020,GIS and Spatial Analysis in Archaeology,
COMPLIT,257,"Trauma, Memory, and Creativity",
VES,167,"Adventure and Fantasy Simulation, 1871-2036: Seminar",
ENG-SCI,201,Decision Theory,
JAPAN,140b,Advanced Modern Japanese,
BIOSTAT,245,Analysis of Multivariate and Longitudinal Data,
HAA,173m,The Early Modern Artist,
ECON,2490,The Economics of National Security Seminar,
JAPAN,150b,Readings and Discussion in Japanese Social Sciences,
FRSEMR,48k,"Political Legitimacy and Resistance: What Happened in Montaigne's Library on the Night of October 23, 1587, and Why Should Political Philosophers Care?",
AFRAMER,118,The History of African Americans From the Slave Trade to the Great Migration,
PHYSICS,253b,Quantum Field Theory II,
VIROLOGY,201,Virology,
MUSIC,167r,Introduction to Electroacoustic Music,
LATIN,Aab,Beginning Latin (Intensive),
SLAVIC,Cr,Supervised Readings in Intermediate/Advanced Czech,
GERMAN,A,Beginning German,
ECON,1010b,Macroeconomic Theory,
MATH,21b,Linear Algebra and Differential Equations,
STAT,100,Introduction to Quantitative Methods for the Social Sciences and Humanities,
MUSIC,180r,Performance and Analysis: Seminar,
PHIL,8,Introduction to Early Modern Philosophy,
MATH,1b,"Calculus, Series, and Differential Equations",
ECON,1420,American Economic Policy,
FRENCH,70a,Introduction to French Literature I: From the Middle Ages to Modernity,
MATH,99r,Tutorial,
STAT,230,Multivariate Statistical Analysis,
RELIGION,2002,Contemporary Conversations in the Study of Religion: Seminar,
PHYSICS,251b,Advanced Quantum Mechanics II,
E-PSCI,232,Dynamic Meteorology,
MUSIC,216r,18th-Century Music: Seminar,
APPHY,295a,Introduction to Quantum Theory of Solids,
MATH,113,Analysis I: Complex Function Theory,
E-PSCI,133,Atmospheric Chemistry,
SWAHILI,101br,Reading in Swahili II,
STAT,170,Introduction to Quantitative Methods in Finance,
PSY,1652r,Laboratory in Early Cognitive Development,
FRSEMR,32v,The Art of Storytelling,
ASTRON,193,Noise and Data Analysis in Astrophysics,
SOCIOL,224,Organizational Analysis: Seminar,
ENG-SCI,259,Advanced Introduction to Robotics,
CHNSHIS,232r,Topics in Han History: Seminar,
JAPAN,210b,Reading Scholarly Japanese for Students of Chinese and Korean,
ARABIC,130b,Upper-Level Classical Arabic II,
ENGLISH,90ga,"Gender, Age, and 18th Century Literature: Seminar",
ECON,2728,Behavioral Finance,
SLAVIC,Aab,Beginning Russian (Intensive),
MUSIC,193rs,Topics in Music from 1800 - Present,
SLAVIC,171,Writing Women in Post-1989 Poland,
PSY,2446r,Clinical Research Laboratory,
SLAVIC,152,Pushkin,
MOD-HEB,B,Elementary Modern Hebrew,
STAT,111,Introduction to Theoretical Statistics,
MUSIC,1a,Introduction to Western Music from the Middle Ages to Mozart,
ESPP,10,Environmental Policy,
CHNSE,Bb,Elementary Modern Chinese,
MCB,141,Molecular Neurobiology,
FRENCH,97,Tutorial-Sophomore Year: The Politics of Poetics: An Introduction to Literary and Cultural Analysis,
LATIN,120,Petronius: Satyricon,
MATH,137,Algebraic Geometry,
SPANSH,30,Advanced Spanish Language I: Four Countries and their Cultures,
MATH,21a,Multivariable Calculus,
SOCIOL,10,Introduction to Sociology,
GOV,1061,The History of Modern Political Philosophy,
MATH,19b,"Linear Algebra, Probability, and Statistics for the Life Sciences",
AFRAMER,192x,Religion and Society in Nigeria,
FRSEMR,25t,AIDS in Africa,
PHYSICS,11b,"Electricity, Magnetism, and Waves",
COMPSCI,1,Great Ideas in Computer Science,
MCB,56,Physical Biochemistry: Understanding Macromolecular Machines,
PORTUG,Ba,Introduction to Portuguese,
SPANSH,70c,Documenting Spanish Modernity: A Survey of Spanish Literature and Culture from 1700,
CPB,91r,Introduction to Research,
SLAVIC,287,Poetic Self-Creation in 20th-Century Russia: Seminar,
CHEM,165,Experimental Physical Chemistry,
APMTH,111,Introduction to Scientific Computing,
ASTRON,16,Stellar and Planetary Astronomy,
JAPAN,130b,Intermediate Japanese II,
SOCIOL,97,Tutorial in Sociological Theory,
SOCIOL,172,"Crime, Journalism and Law",
MUSIC,214r,Renaissance Music:,
GOV,2158,Political Institutions and Economic Policy,
BCMP,234,Cellular Metabolism and Human Disease,
FOLKMYTH,97,Fieldwork and Ethnography in Folklore,
PHYSICS,90r,Supervised Research,
OEB,191,Physiological and Biochemical Adaptation,
OEB,52,Biology of Plants,
PSY,1505,Social Cognition: The Psychology of Thinking about Other People,
GREEK,Ab,Beginning Greek,
LAT-STD,70,"Modernity, Culture and Politics in Latin America",
ARABIC,134,Colloquial Levantine Arabic,
MATH,60r,Reading Course for Senior Honors Candidates,
OEB,123,Biology of Symbiosis,
ECON,2010b,Economic Theory,
COMPSCI,248,Advanced Design of VLSI Circuits and Systems,
PSY,1952,Multivariate Analysis in Psychology,
ECON,2390c,Development Economics II: Macroeconomic Issues,
ANTHRO,2645,"Reconfiguring Regimes: Power, Law and Governance",
TURKISH,120b,Intermediate Modern Turkish II,
RELIGION,1730,Buddhist Women and Gender Theory,
ECON,2052,Game Theory I: Equilibrium Theory,
GERMAN,Dab,"Intermediate German (Intensive): Speaking, Listening Comprehension, Reading, and Writing",
GOV,2782,State Failure and Civil War,
APMTH,91r,Supervised Reading and Research,
SLAVIC,195,Myths of Central Europe after World War II: Conference Course,
AKKAD,120,Intermediate Babylonian,
SOCIOL,99,Senior Tutorial,
VES,50,Introduction to Nonfiction Filmmaking,
CLASSIC,99,Tutorial - Senior Year,
SWAHILI,A,Elementary Swahili,
CHNSE,140b,Advanced Readings in Modern Chinese,
SLAVIC,103,"Advanced Russian: Reading, Composition, and Conversation",
COMPLIT,261,Fragments of a Material History of Literature,
AFRAMER,90r,African Language Tutorials,
JAPAN,120b,Intermediate Japanese I,
ANTHRO,97z,Sophomore Tutorial in Social Anthropology,
PSY,975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Social and Cognitive Neuroscience,
CHEM,40,Inorganic Chemistry,
ENG-SCI,50,Introduction to Electrical Engineering,
SOCIOL,107,The American Family,
SPANSH,71b,Introduction to Modern Latin American Literature,
OEB,103,Plant Systematics and Evolution,
LATIN,112b,History of Latin Literature II,
MCB,192,Principles of Drug Discovery and Development,
OEB,130,Biology of Fishes,
MATH,112,Introductory Real Analysis,
HEB,1310,Hormones and Behavior,
ECON,1535,International Trade and Investment,
ENGLISH,Capr,Poetry: Workshop,
PHIL,19,Introduction to Philosophy of Religion,
FRENCH,55,Business French,
GOV,2009,Methods of Political Analysis,
CELLBIO,207,Developmental Biology: Molecular Mechanisms of Vertebrate Development,
STAT,211,Statistical Inference,
HIST,1877b,"History of the Near East, 1055-1500: Conference Course",
ANE,105,History of the Ancient Near East: The Levant (up to Alexander the Great),
ECON,1052,Game Theory and Economic Applications,
RELIGION,97,Tutorial - Sophomore Year,
MUSIC,4,Introduction to Composition,
ESPP,90c,Ecology and Land-Use Planning,
GERMAN,Bab,Beginning German (Intensive),
SPANSH,50,Writing and Performance,
ENGLISH,91r,Supervised Reading and Research,
PHYSICS,136,Physics of Medical Imaging,
CELTIC,137,Celtic Mythology,
PHYSICS,289r,"Euclidean Random Fields, Relativistic Quantum Fields and Positive Temperature",
ECON,2020b,Microeconomic Theory II,
HISTSCI,238,Rethinking the Darwinian Revolution: Seminar,
FRENCH,Ax,Reading Modern French,
PORTUG,260,The Devil at the Crossroads,
STAT,140,Design of Experiments,
ENG-SCI,242r,Solid Mechanics: Advanced Seminar,
LING,117r,Linguistic Field Methods,
OEB,192,Microbial Evolution,
MEDLATIN,251,Virgil in the Middle Ages,
ECON,2058,Networks and Social Capital,
KOREAN,Bb,Elementary Korean,
ENGLISH,90hs,Satire: Augustan and Modern: Seminar,
ENGLISH,Ctr,Advanced Fiction Writing: Workshop,
OEB,234,Topics in Marine Biology,
LING,176,History of the Japanese Language,
NEC,97r,Group Tutorial - Sophomore Year,
SLAVIC,112,Advanced Russian: Russian Press and Television,
HLTHPOL,2000,Core Course in Health Policy,
TURKISH,A,Elementary Modern Turkish,
SLAVIC,B,Intermediate Russian,
MODGRK,A,Elementary Modern Greek,
LIFESCI,1b,"An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution",
PSY,1201,Your Brain on Drugs: Psychopharmacology,
GOV,1243,Russian Politics in Transition,
HAA,1,Landmarks of World Art & Architecture,
VES,72,Sound Cinema,
HISTSCI,286,History of Technology: Reformation to the Present,
JEWISHST,215,Jewish Law from Qumran to the Mishnah: Seminar,
FRSEMR,44t,The Atomic Bomb in History and Culture,
FRSEMR,31t,"The Modern Image: Intersections of Photography, Cinema, and Italian Culture",
FRSEMR,26u,What is Mental Illness?,
SPANSH,134,Nahuatl (Aztec) Language and Culture,
LPS,A,Foundational Chemistry and Biology,
ANTHRO,2688,"The Frankfurt School, Film, and Popular Culture",
SOC-STD,98ax,Development and Modernization: A Critical Perspective,
OEB,115,Evolutionary Developmental Biology in Animals,
GOV,1087,Shakespeare and Politics,
FRSEMR,42v,Human Rights Between Rhetoric and Reality,
FRSEMR,43z,Cyberspace in Court: Law of the Internet,
SOCIOL,155,Class and Culture,
MUSIC,221r,Current Issues in Music Theory,
MCB,206,Introduction to Connectomics,
CLAS-STDY,97b,Roman Culture and Civilization,
HISTSCI,200,Knowing the World: Studying the History of Science,
MUSIC,158r,Interpreting Musical Performance,
UYGHUR,A,Elementary Uyghur,
MBB,95,"Addiction, Choice, and Motivation",
FRSEMR,49p,"What If? Alice in Wonderland, Peter Pan, and the Literary Culture of Childhood",
BIOSTAT,249,Bayesian Methodology in Biostatistics,
EASTD,98a,Tutorial--Junior Year: State-Society Relations in Modern China,
OEB,370,Mammalian Evolutionary Genetics,
CHNSE,130xa,Advanced Modern Chinese for Heritage Students,
PSY,18,Abnormal Psychology,
STAT,220,Bayesian Data Analysis,
PSY,2461r,Laboratory for Clinical and Developmental Research,
ENGLISH,Ctr,Advanced Fiction Writing: Workshop,
SLAVIC,155,Dostoevsky,
GOV,1760,International Relations of East Asia,
HAA,174s,Body Image in French Visual Culture: 18th and 19th Century,
COMPSCI,223,Probabilistic Analysis and Algorithms,
SPANSH,243,Foundational Fiction and Film,
VES,180,"Film, Modernity and Visual Culture",
PSY,2460,Diagnostic Interviewing,
ENG-SCI,162,Hydrology and Environmental Geomechanics,
E-PSCI,181,Historical Geobiology,
ENG-SCI,203,Stochastic Control,
STAT,225,Spatial Statistics,
ANTHRO,1820,Japan in the Ethnographic Gaze: Seminar,
OEB,155r,Biology of Insects,
GOV,2791,Comparative Foreign and Security Policy,
KORLIT,212,Modern Korean Poetry,
GOV,2131,Comparative Politics of Latin America,
ARABIC,245r,Classical Arabic Literature: Seminar,
PATHOL,209,Tumor Pathophysiology and Transport Phenomena - A Systems Biology Approach,
HISTSCI,106,History of Ancient Science,
GREEK,134,The Language of Homer,
APMTH,120,Applicable Linear Algebra,
APPHY,284,Statistical Thermodynamics,
SPANSH,70a,"Heroes, Rogues, and Significant Others: Voices from Medieval and Early Modern Spain",
PHYSICS,195,Introduction to Solid State Physics,
PHIL,120,The Rationalists,
RELIGION,1434,"History of Western Christianity, 150-1100",
PSY,2170,Developmental Proseminar,
E-PSCI,272r,Topics in Structural Geology,
STAT,160,Design and Analysis of Sample Surveys,
SOCIOL,275,Social Network Analysis: Seminar,
MCB,142,Major Advances in Classical and Molecular Genetics,
AM-CIV,201,Themes in the History of American Civilization,
SCAND,160a,"Old Norse Language, Literature, and Culture: The Viking Legacy",
GOV,2755,International Political Economy,
PHYSICS,285b,Modern Atomic and Optical Physics II,
MUSIC,219r,19th- and 20th-Century Music,
COMPSCI,283,Computer Vision,
RELIGION,11,World Religions Today,
COMPSCI,220r,Cryptography: Trust and Adversity,
ANTHRO,2840,Ethnography and Personhood,
GOV,2148,"Civil Society, West and East",
ECON,1340,World Economic History,
GOV,1203,Capitalism and Democracy in Central and Eastern Europe,
COMPSCI,182,"Intelligent Machines: Reasoning, Actions, and Plans",
PSY,1501,Social Psychology of Organizations,
PSY,1304,Brain Damage as a Window into the Mind: Cognitive Neuropsychology,
GOV,1740,International Law,
HIST,1964,"International History: Empires and State systems, War, Peace and International Organizations: Conference Course",
ECON,2149,Computational Economics,
CELTIC,138,Mabinogion: Narrative Traditions of Medieval Wales,
ASTRON,218,Radio Astronomy,
COMPSCI,187,Computational Linguistics,
ANTHRO,1210,The Archaeology of Ancient China,
ROM-STD,79,Romance Languages and Cultures in Comparative Perspective,
PSY,3800,Psychometric Theory,
ENGLISH,157,The Classic Phase of the Novel,
JAPNHIST,260r,Topics in Japanese Cultural History,
CHNSHIS,113,Society and Culture of Late Imperial China,
ANTHRO,1130,Archaeology of Harvard Yard,
BIOPHYS,170,Quantitative Genomics,
SPANSH,201,Historia de la lengua espanola,
FOLKMYTH,98a,History and Theory of Folklore and Mythology,
COMPSCI,244r,Networks Design Projects,
PSY,950,Psychology Live,
E-PSCI,208,Physics of Climate,
MCB,122,The Biology of Cell Division and Cancer,
GOV,1008,Introduction to Geographical Information Systems,
OEB,212r,Advanced Topics in Plant Physiology,
